Sound Analyzer App: v2.4
Mode : 	Bandes de ⅓ d'Octave / A-Weighting / Fast-Weighting (125 ms)
Unité : 	 dBA
Dernier calibrage : 	3 févr. 2021 - 16:11:45
Date : 	27 mai 2021
Heure : 	11:27:43 a.m.
Durée (s) : 	15.046531
Overflow : 	0
Temps (s) :  / Fréquences médianes	25 Hz	31.5 Hz	40 Hz	50 Hz	63 Hz	80 Hz	100 Hz	125 Hz	160 Hz	200 Hz	250 Hz	315 Hz	400 Hz	500 Hz	630 Hz	800 Hz	1000 Hz	1250 Hz	1600 Hz	2000 Hz	2500 Hz	3150 Hz	4000 Hz	5000 Hz	6300 Hz	8000 Hz	10000 Hz	12500 Hz	16000 Hz	Global
9.380862	-9.01	-1.77	-6.49	-0.64	7.57	5.67	14.29	14.08	14.71	16.31	22.39	26.01	28.38	38.62	47.86	44.78	46.68	44.58	45.98	43.94	44.58	44.48	43.91	48.92	35.91	41.40	43.35	37.13	35.19	56.50
9.473741	-9.79	-2.08	-6.97	2.50	7.74	4.18	13.03	12.54	14.38	15.76	21.83	26.18	28.62	38.27	47.24	44.60	46.50	44.99	45.77	43.61	45.17	44.03	44.24	50.01	35.90	41.29	43.28	37.42	35.35	56.62
9.566621	-7.93	-1.52	-5.98	2.57	7.96	3.46	11.44	11.57	13.31	16.80	20.66	25.48	27.37	38.09	47.58	45.55	48.86	46.12	45.24	43.47	45.04	43.85	44.21	49.74	35.67	41.32	43.64	37.81	35.18	57.00
9.659501	-6.91	-0.76	-7.44	2.57	7.97	4.79	12.95	11.59	15.63	18.45	20.26	26.28	28.28	37.79	47.39	44.43	47.54	45.55	45.38	43.37	44.80	43.38	44.02	49.36	35.45	41.35	43.39	37.60	35.16	56.54
9.752381	-7.75	-1.60	-8.90	0.91	9.99	7.63	12.24	13.93	15.49	20.82	20.57	25.88	28.76	39.07	48.38	45.53	47.47	44.90	45.62	43.53	44.61	43.32	43.34	48.47	35.84	41.63	43.28	37.43	35.29	56.54
9.845261	-8.66	-2.71	-7.89	0.07	9.24	8.28	14.31	14.27	15.97	20.00	20.37	25.44	27.83	39.45	47.93	44.70	48.24	45.05	46.48	44.00	44.23	43.21	42.95	48.36	35.80	41.90	43.49	37.20	35.30	56.59
9.938141	-9.85	-2.67	-6.10	3.84	11.35	9.85	12.78	13.35	15.58	18.85	20.09	24.11	28.07	40.22	48.31	45.36	48.80	45.63	46.48	44.03	44.42	44.15	43.30	49.12	35.56	41.65	43.31	37.27	35.05	57.00
10.031020	-11.93	-3.55	-6.21	3.17	12.00	7.60	12.10	13.03	16.52	17.22	21.00	24.09	28.17	39.02	48.97	46.37	48.32	45.25	46.32	43.28	44.47	44.61	43.32	49.47	35.82	41.75	43.34	37.22	35.08	57.10
10.123900	-11.61	-4.00	-6.18	3.43	12.46	7.67	13.13	12.27	17.00	16.61	22.64	23.28	28.88	39.22	48.45	45.49	47.90	44.82	46.24	43.54	45.11	44.19	43.60	49.08	35.46	41.47	43.31	37.46	35.19	56.83
10.216780	-12.42	-5.36	-7.29	5.06	13.33	8.50	14.36	12.29	15.10	17.73	24.15	24.87	27.93	38.56	48.22	45.04	47.35	45.29	45.97	43.88	44.78	44.32	44.02	49.90	35.68	41.06	43.35	37.43	35.17	56.86
10.309660	-12.15	-4.94	-7.80	4.35	13.12	7.52	11.79	10.85	15.33	18.08	23.06	23.81	27.21	39.78	47.62	44.83	47.80	45.45	45.47	43.18	44.19	44.31	43.72	49.44	35.62	41.14	43.20	37.76	35.15	56.64
10.402540	-12.20	-5.11	-7.13	4.00	13.17	6.71	12.09	11.25	16.02	19.43	21.51	23.23	27.14	38.24	47.41	44.26	48.39	46.22	46.08	43.22	44.43	43.87	43.60	49.51	35.50	41.13	43.17	37.43	35.05	56.74
10.495420	-11.62	-5.27	-9.00	3.06	11.68	7.98	12.92	12.13	16.73	18.64	20.67	23.75	27.50	38.26	47.37	44.56	48.50	45.70	47.07	43.49	44.77	43.75	43.50	49.61	35.73	41.00	42.97	37.11	35.13	56.85
10.588299	-13.27	-6.71	-10.93	2.17	11.51	7.89	13.19	11.65	17.88	17.85	21.51	23.87	27.44	39.55	46.88	44.51	47.39	45.32	47.25	43.43	44.85	43.46	43.62	49.11	35.97	41.06	43.27	37.23	35.02	56.58
10.681179	-12.86	-7.51	-12.25	0.62	9.02	6.00	11.64	13.02	17.67	19.72	21.55	23.76	27.26	38.29	46.93	44.46	47.52	45.35	46.21	43.44	44.51	44.10	43.79	48.75	36.13	41.16	43.37	37.08	35.02	56.43
10.774059	-15.16	-5.76	-4.76	-0.35	8.17	7.67	10.60	13.90	15.89	18.50	22.74	23.47	28.19	38.67	50.37	45.01	46.74	45.57	45.42	43.26	44.92	44.28	43.75	49.25	36.48	40.64	43.01	37.46	35.05	56.98
10.866939	-16.61	-7.87	-5.85	0.98	8.32	7.00	11.42	13.72	16.16	18.27	21.06	23.49	28.59	38.55	48.59	44.32	45.99	44.55	45.69	43.99	44.70	44.22	43.51	49.24	36.17	40.79	43.32	37.68	35.18	56.50
10.959819	-18.97	-10.01	-5.36	1.47	10.56	8.64	11.49	13.06	17.09	17.17	19.46	22.01	27.60	38.71	47.34	43.90	45.28	44.41	46.42	43.93	44.57	44.02	43.38	48.93	36.48	40.83	43.17	37.51	34.95	56.20
11.052698	-21.38	-11.71	-5.75	0.09	10.03	7.76	10.04	12.52	16.49	19.79	20.06	21.86	27.36	38.06	46.56	43.03	47.43	45.79	46.11	43.56	45.36	43.77	43.48	49.72	36.25	40.87	42.98	37.49	35.16	56.52
11.145578	-20.57	-9.64	-6.12	1.33	10.92	10.13	10.61	12.30	17.82	19.70	19.47	21.57	26.37	38.29	47.02	43.61	48.57	46.24	46.29	43.45	45.03	43.74	43.68	49.86	36.02	41.00	43.42	37.95	35.04	56.84
11.238458	-20.54	-10.23	-8.00	2.21	10.77	9.91	11.68	11.06	16.70	17.41	19.34	22.09	25.19	37.98	47.24	43.12	47.73	45.78	45.60	43.54	44.75	44.75	43.85	49.52	35.89	40.84	43.72	37.55	35.06	56.61
11.331338	-14.31	-9.95	-8.55	1.73	10.92	10.77	10.38	11.35	15.17	17.41	21.50	22.85	25.77	38.10	48.31	44.05	48.25	45.11	46.23	43.80	44.87	44.51	43.67	48.97	35.83	41.12	43.90	37.38	34.71	56.78
11.424218	-15.64	-5.90	-8.50	0.11	9.65	8.76	9.95	12.33	13.49	15.71	20.37	22.86	25.76	37.08	46.98	44.38	47.41	44.11	46.40	43.49	44.77	44.09	43.45	49.31	35.86	41.12	43.65	37.74	35.27	56.46
11.517098	-17.63	-6.28	-8.15	-1.55	8.77	8.95	8.30	12.66	12.97	17.75	21.24	23.24	26.99	37.48	46.40	44.51	48.36	44.97	46.73	43.10	44.33	44.03	43.56	49.76	36.09	41.16	43.32	37.81	35.21	56.66
11.609977	-17.47	-5.78	-8.38	1.32	7.63	10.48	10.62	11.76	14.46	18.12	20.78	23.16	27.86	37.48	46.71	45.54	49.43	45.81	47.07	43.81	44.21	43.66	43.48	49.52	35.65	41.02	43.34	37.60	35.05	56.98
11.702857	-18.32	-6.82	-8.54	0.25	10.18	10.78	12.68	14.04	15.30	17.05	21.57	23.25	29.16	38.62	47.12	45.53	49.22	45.03	46.96	43.86	44.88	43.88	43.92	49.30	35.92	40.78	43.41	37.65	35.15	56.96
11.795737	-14.50	-6.78	-10.49	0.69	8.30	11.16	12.20	13.08	16.81	20.45	20.14	23.92	29.00	38.84	46.63	45.11	48.95	45.24	47.06	43.92	44.55	43.99	43.88	49.93	36.09	40.73	43.51	37.59	35.11	56.98
11.888617	-13.34	-4.51	-10.15	0.52	11.47	11.60	13.64	12.38	16.69	21.29	20.67	22.59	28.70	38.54	47.71	45.37	49.83	45.19	47.00	43.82	44.84	44.03	43.46	48.98	35.89	40.50	43.32	37.52	35.15	57.06
11.981497	-13.23	-4.62	-8.75	-0.05	9.26	9.36	11.94	12.23	14.70	19.38	20.54	22.49	28.40	38.54	46.55	44.51	49.58	46.38	46.86	43.87	45.16	44.13	43.61	48.96	35.77	40.86	43.33	37.59	35.26	56.95
12.074376	-11.28	-4.26	-9.29	-0.59	8.03	8.45	12.29	16.14	13.35	17.24	20.72	23.02	27.37	38.78	46.57	45.02	49.90	47.22	46.44	44.17	45.40	44.15	43.65	48.50	35.70	40.93	43.25	37.41	35.43	57.05
12.167256	-12.38	-5.23	-7.70	-1.62	6.85	6.90	9.85	14.45	13.16	18.57	21.70	24.61	26.75	38.61	45.00	45.21	49.05	46.52	47.29	43.75	44.77	43.61	43.80	48.91	35.82	40.92	43.23	37.64	35.37	56.78
12.260136	-9.13	-3.84	-7.06	0.33	4.56	6.24	13.93	12.57	14.12	20.48	20.45	24.97	28.13	38.88	43.45	44.22	48.54	45.72	46.05	43.71	44.54	43.67	43.61	48.65	35.87	41.17	43.24	38.05	35.44	56.29
12.353016	-9.52	-2.35	-6.74	3.72	10.39	5.34	13.68	11.68	16.91	19.07	20.60	25.67	28.54	39.30	44.89	45.14	48.74	45.44	45.33	43.57	44.91	43.58	43.30	48.54	36.28	41.33	43.15	37.50	35.19	56.38
12.445896	-9.44	-1.58	-6.23	2.57	8.69	3.11	15.07	12.42	17.77	20.28	22.45	25.79	28.15	38.55	45.21	44.25	49.07	45.98	44.86	43.20	44.63	43.99	43.45	48.54	36.15	41.35	43.41	37.68	35.06	56.40
12.538776	-9.57	-1.32	-7.11	2.53	7.89	5.72	14.41	12.92	17.58	19.47	23.43	25.57	28.09	37.54	45.47	44.83	48.70	45.60	45.38	43.28	44.88	43.82	43.48	49.02	36.09	41.20	43.45	37.75	35.23	56.48
12.631655	-9.66	-1.59	-5.30	2.09	5.67	8.25	14.20	10.64	15.08	17.98	21.30	25.37	28.87	38.80	46.20	44.60	49.05	46.73	45.51	43.88	44.34	43.78	43.65	48.75	36.17	41.07	43.49	37.53	35.31	56.67
12.724535	-8.45	-1.58	-4.79	2.65	9.18	7.44	15.52	12.87	14.79	17.82	20.08	24.26	27.04	37.75	45.83	45.32	49.59	46.44	45.71	43.64	44.55	43.83	43.64	49.24	35.80	41.16	43.55	37.39	35.10	56.84
12.817415	-7.93	-0.27	-3.98	6.35	11.91	9.60	15.32	15.01	15.74	18.96	19.34	23.88	27.68	39.05	46.29	45.51	49.64	45.99	46.13	43.58	44.08	44.11	43.94	49.33	35.95	40.99	43.31	37.52	34.95	56.91
12.910295	-7.99	-0.85	-5.15	4.44	13.39	8.22	16.50	13.70	16.75	18.86	19.84	24.16	26.83	39.80	46.49	46.22	49.87	46.28	46.78	43.54	44.45	44.00	43.60	49.39	36.13	40.85	43.55	37.54	35.01	57.14
13.003175	-7.28	0.99	-6.80	4.90	12.19	8.35	18.63	13.46	17.08	18.57	19.83	23.48	29.51	40.03	45.61	45.40	49.38	45.96	46.53	43.09	44.50	43.49	43.42	48.97	35.78	41.00	43.53	37.29	35.20	56.75
13.096054	-8.28	0.44	-6.45	3.47	12.67	7.32	17.23	12.95	15.46	18.88	20.80	24.02	29.36	40.00	47.16	44.46	49.38	45.86	47.57	44.11	44.40	43.86	43.53	48.94	35.75	41.11	43.39	37.35	35.05	56.99
13.188934	-7.86	-0.22	-7.97	5.06	11.40	6.86	16.15	14.28	16.18	18.08	21.11	23.24	28.98	38.55	47.26	44.36	48.95	45.90	46.58	44.25	44.15	43.64	43.40	48.52	35.81	41.30	43.56	37.43	35.39	56.72
13.281814	-7.59	-0.55	-8.04	4.15	11.02	7.28	14.98	12.98	15.32	18.74	21.28	23.06	27.97	37.39	46.21	43.46	48.43	45.80	45.85	43.42	44.26	43.32	43.19	48.80	35.50	41.03	43.49	37.23	35.56	56.34
13.374694	-8.00	-1.61	-7.04	2.82	10.45	7.22	14.64	12.49	15.72	21.24	22.53	22.65	28.26	38.07	46.58	44.26	49.23	46.43	45.99	44.24	44.05	43.57	43.04	49.02	35.77	41.21	43.50	37.30	35.28	56.72
13.467574	-7.47	1.58	-5.51	1.43	9.35	5.40	12.48	10.71	16.39	20.30	21.89	23.95	27.00	37.72	46.40	44.13	48.93	46.35	45.38	44.55	43.99	43.77	43.09	49.61	35.95	41.01	43.41	37.54	35.46	56.71
13.560454	-7.98	0.58	-8.39	0.13	8.41	5.58	15.33	9.30	14.19	19.10	21.12	26.01	28.32	37.95	46.94	44.59	48.88	45.95	45.15	44.66	44.25	45.34	43.19	49.06	35.78	40.94	43.74	37.45	35.42	56.77
13.653333	-7.82	-1.24	-9.83	0.80	7.49	4.52	13.77	10.44	13.62	18.76	20.99	24.67	27.81	37.61	46.03	44.75	48.34	45.48	44.94	44.51	44.77	45.11	43.77	49.05	35.99	41.08	43.73	37.70	35.35	56.59
13.746213	-7.21	0.66	-11.70	-0.10	6.11	3.51	12.64	10.99	16.62	17.34	21.76	24.01	27.58	39.70	44.94	44.15	48.29	45.56	45.87	43.89	44.60	44.55	43.91	48.17	35.53	41.48	43.82	37.46	35.38	56.36
13.839093	-7.62	1.34	-8.00	1.07	3.83	4.34	12.88	11.66	16.57	18.66	21.58	25.90	27.25	38.65	46.13	44.66	49.81	46.46	45.95	43.79	45.02	44.14	43.51	48.35	35.52	41.42	43.48	37.33	35.24	56.80
13.931973	-8.29	-0.40	-6.42	-1.12	1.19	4.01	10.68	9.55	14.76	17.92	20.41	24.38	26.39	38.93	46.73	44.35	49.41	46.26	45.47	43.12	45.23	44.21	43.60	48.72	35.39	41.00	43.73	37.36	35.27	56.76
14.024853	-8.54	-1.28	-9.23	-2.13	0.39	8.22	13.62	12.36	15.81	20.24	19.73	22.94	27.72	38.45	47.05	44.07	49.21	45.86	45.65	43.11	44.72	44.86	43.77	48.80	35.62	41.09	43.39	37.60	35.26	56.73
14.117732	-9.37	-2.11	-6.72	-1.56	2.21	8.09	14.09	11.10	15.47	20.15	21.22	25.58	29.58	37.73	46.76	45.35	48.99	45.60	46.03	42.69	44.54	44.55	44.16	50.07	35.94	41.16	43.55	37.55	35.32	56.96
14.210612	-7.74	-2.71	-5.73	0.34	1.48	6.87	14.26	12.78	16.73	20.21	20.47	25.19	28.53	37.87	47.57	45.74	49.44	45.49	46.55	42.68	44.28	44.09	43.89	50.01	36.07	40.93	43.56	37.50	35.57	57.12
14.303492	-7.93	-2.50	-5.51	1.70	2.24	5.64	12.70	12.99	14.87	18.35	19.93	24.60	28.00	37.94	46.03	44.74	48.80	44.69	46.07	43.58	45.04	44.67	44.20	50.07	35.57	40.72	44.01	37.61	35.38	56.86
14.396372	-9.09	-0.90	-6.94	0.21	4.15	6.75	10.60	12.13	14.76	18.66	18.68	24.65	27.69	37.93	45.62	45.72	49.11	45.61	46.93	43.39	45.02	44.64	43.91	49.42	35.47	40.69	43.57	37.56	35.51	56.91
14.489252	-8.46	-2.26	-8.61	-1.91	3.20	10.39	12.61	11.82	15.72	20.01	19.75	23.29	26.66	37.65	46.31	45.50	49.34	45.84	46.20	43.59	44.78	44.55	43.83	49.45	35.42	40.67	43.40	37.72	35.45	56.91
14.582132	-8.53	-1.64	-7.96	0.67	1.95	9.83	12.63	10.82	17.11	20.94	19.66	23.56	28.16	37.27	48.01	45.04	49.78	46.88	46.33	43.81	43.89	44.25	43.78	49.43	34.93	40.73	43.39	37.85	35.22	57.17
14.675011	-7.88	-1.41	-7.11	2.03	4.54	7.92	13.59	11.53	16.60	20.10	20.67	25.21	27.38	37.69	46.73	45.09	48.59	46.11	45.93	43.59	44.43	44.05	43.44	49.45	35.06	40.59	43.63	37.76	35.17	56.74
14.767891	-8.43	-0.61	-8.18	1.80	4.91	7.25	13.74	10.22	14.81	19.86	19.48	23.80	27.38	37.80	46.61	45.86	48.86	45.55	47.09	44.60	44.17	43.47	43.33	48.94	34.77	40.59	43.68	37.64	35.13	56.81
14.860771	-9.35	-1.08	-7.17	2.26	6.57	7.31	12.67	13.24	14.90	21.35	18.89	23.85	27.38	37.90	46.49	45.71	49.74	46.26	46.31	43.61	44.07	43.28	43.13	49.38	35.40	41.10	43.57	37.43	34.95	56.93
14.953651	-9.48	-1.29	-2.80	2.46	8.71	6.04	13.41	14.27	16.02	20.55	20.89	23.58	28.09	37.99	47.11	45.32	50.18	46.34	46.26	43.98	44.51	43.89	43.60	49.30	35.53	41.07	43.46	37.64	35.06	57.13
15.046531	-8.54	0.27	-2.81	0.74	7.72	7.81	13.47	13.58	16.26	20.32	19.75	24.84	27.34	39.72	46.64	44.63	49.81	45.81	46.48	43.89	43.81	43.74	43.96	50.04	35.85	40.96	43.72	37.80	35.14	57.09
