Sound Analyzer App: v2.4
Mode : 	Bandes de ⅓ d'Octave / A-Weighting / Fast-Weighting (125 ms)
Unité : 	 dBA
Dernier calibrage : 	3 févr. 2021 - 16:11:45
Date : 	27 mai 2021
Heure : 	11:53:15 a.m.
Durée (s) : 	12.260136
Overflow : 	0
Temps (s) :  / Fréquences médianes	25 Hz	31.5 Hz	40 Hz	50 Hz	63 Hz	80 Hz	100 Hz	125 Hz	160 Hz	200 Hz	250 Hz	315 Hz	400 Hz	500 Hz	630 Hz	800 Hz	1000 Hz	1250 Hz	1600 Hz	2000 Hz	2500 Hz	3150 Hz	4000 Hz	5000 Hz	6300 Hz	8000 Hz	10000 Hz	12500 Hz	16000 Hz	Global
8.637823	-13.75	-6.89	-0.11	6.45	13.96	12.44	14.68	16.90	21.71	22.09	22.88	27.80	31.04	33.01	36.54	37.97	40.83	41.79	44.50	45.82	45.26	41.83	38.19	42.05	42.07	46.89	48.74	39.46	37.51	55.25
8.730703	-11.93	-7.94	-2.14	4.34	11.57	10.20	12.13	14.06	21.31	20.68	23.77	27.44	29.72	32.17	36.45	37.49	40.16	41.93	45.37	45.77	44.83	41.86	38.22	41.72	41.63	45.73	48.31	39.16	37.26	54.95
8.823583	-13.45	-7.37	-3.65	2.12	8.91	9.23	10.71	11.66	19.39	21.41	23.04	27.00	29.22	33.76	36.87	37.17	39.72	42.12	44.53	45.08	45.19	42.44	38.14	41.97	41.62	45.09	48.07	39.73	37.61	54.76
8.916463	-14.96	-8.16	-2.66	2.28	9.53	6.97	10.49	13.51	19.40	22.38	22.82	27.32	30.42	33.76	36.22	38.02	41.86	42.31	44.68	44.42	44.88	41.54	37.89	42.00	42.18	44.48	47.92	39.51	37.56	54.67
9.009342	-15.98	-9.64	-3.29	1.43	9.37	7.48	10.04	12.02	21.81	20.88	21.51	27.95	32.36	33.85	36.61	38.79	40.45	42.25	44.29	44.68	44.79	41.60	37.57	42.04	42.84	44.48	47.55	39.64	37.78	54.58
9.102222	-17.73	-10.05	-5.11	0.80	7.27	8.56	10.45	12.66	19.37	21.06	20.43	27.00	31.93	32.77	36.13	38.73	39.90	42.03	44.88	45.20	45.10	42.10	37.88	42.39	42.30	44.80	47.85	39.38	37.52	54.77
9.195102	-17.83	-11.45	-7.30	-0.12	6.47	8.24	10.52	12.65	16.98	19.75	21.68	27.46	32.58	32.11	36.03	37.37	39.59	41.55	45.23	45.43	44.44	42.06	36.98	40.97	41.91	44.93	47.99	39.65	37.76	54.65
9.287982	-17.30	-7.54	-5.91	-0.99	6.20	6.91	9.24	12.79	19.31	19.50	21.23	27.35	31.68	32.89	36.51	37.43	40.15	41.97	45.03	45.01	44.51	41.90	37.27	41.72	41.14	44.96	48.09	39.52	37.91	54.65
9.380862	-14.14	-8.08	-5.22	0.93	5.76	8.33	9.05	11.47	21.46	18.36	22.26	26.56	31.77	31.61	37.14	37.90	40.25	41.87	45.09	44.95	44.21	41.13	36.84	40.59	40.61	45.13	47.73	39.10	37.74	54.43
9.473741	-14.03	-8.11	-4.53	1.13	8.94	10.15	8.88	11.32	19.75	22.58	24.27	27.21	31.22	32.69	37.18	39.53	40.87	42.71	45.18	44.96	45.82	42.62	39.39	41.93	43.61	47.36	49.36	39.87	38.05	55.73
9.566621	-14.46	-8.49	-4.77	2.73	8.87	10.32	7.86	11.16	21.06	21.30	22.90	28.02	31.18	31.83	36.76	38.72	40.75	43.01	45.52	44.68	45.12	42.92	41.20	43.83	46.95	51.61	51.08	41.33	38.41	57.37
9.659501	-13.61	-7.51	-5.99	3.12	8.88	8.71	9.43	12.34	20.58	20.40	24.34	29.45	31.52	31.70	38.03	39.44	40.99	41.98	45.35	45.05	44.77	43.36	40.21	42.54	44.88	49.64	49.94	40.45	37.85	56.36
9.752381	-12.72	-4.57	-7.57	2.15	8.29	7.75	11.29	12.93	18.99	19.55	24.20	28.37	31.25	32.59	36.96	38.67	41.94	41.88	44.75	44.79	44.86	43.04	39.38	42.11	43.64	47.85	49.47	40.06	37.88	55.71
9.845261	-14.49	-6.57	-7.49	2.05	11.13	7.25	11.61	12.47	18.22	18.38	22.88	27.38	29.96	32.42	36.99	38.58	41.10	42.94	45.04	45.39	45.20	43.14	39.01	41.72	42.76	46.67	49.19	39.73	37.43	55.50
9.938141	-17.15	-7.43	-3.34	2.40	10.06	7.63	10.14	11.96	16.38	17.49	23.07	27.23	31.23	33.13	36.18	38.98	42.01	42.46	44.89	45.85	44.88	43.06	39.05	41.39	41.87	46.45	48.88	39.48	37.60	55.36
10.031020	-15.56	-7.81	-3.65	2.52	9.70	8.01	9.83	11.67	17.30	18.36	23.13	26.28	31.13	32.73	35.56	37.80	41.07	42.92	44.62	45.01	44.69	42.33	38.12	40.54	41.44	45.72	47.98	39.34	37.45	54.76
10.123900	-17.09	-9.11	-5.59	4.45	8.19	6.75	13.52	14.46	16.83	18.15	23.16	27.05	29.92	32.70	35.20	37.86	40.84	42.84	45.25	46.13	44.50	42.98	38.62	40.86	41.34	45.62	48.49	39.62	37.46	55.08
10.216780	-17.57	-8.46	-2.24	1.67	5.46	6.57	13.25	13.45	16.49	19.67	21.78	26.95	31.65	32.05	35.67	36.94	40.12	42.11	45.26	45.76	43.87	43.01	39.14	40.61	41.01	44.98	48.54	39.59	37.54	54.84
10.309660	-18.41	-10.33	-1.48	-0.31	5.87	5.42	11.75	13.59	16.08	18.66	22.19	27.08	31.45	32.55	36.82	37.72	40.94	42.56	44.77	45.39	43.72	43.53	38.74	40.97	41.02	45.35	48.56	39.71	38.00	54.92
10.402540	-20.11	-8.95	-2.84	-3.14	4.66	3.33	9.77	13.35	16.86	17.86	22.27	26.91	32.19	31.80	36.67	39.13	40.17	41.87	44.27	44.91	43.71	42.56	37.93	40.10	40.99	45.17	48.29	39.50	37.89	54.57
10.495420	-15.60	-10.69	-4.58	-4.28	6.70	4.24	8.58	11.51	18.45	19.96	21.43	26.09	32.38	31.88	36.41	38.15	39.83	42.97	44.26	44.85	44.26	43.09	37.94	39.98	40.81	45.33	48.21	39.34	37.65	54.65
10.588299	-15.00	-11.91	-4.69	0.78	5.26	6.90	9.76	12.21	20.05	19.42	22.55	26.72	31.04	31.97	36.80	38.21	40.83	42.37	43.99	44.43	44.27	42.21	36.93	39.17	41.11	45.72	47.35	38.93	37.35	54.34
10.681179	-16.58	-11.59	-4.27	3.73	6.59	7.94	10.90	11.58	18.88	18.94	23.57	26.88	31.97	31.79	37.67	37.90	40.73	41.25	44.86	44.86	44.68	42.19	36.64	40.25	40.82	46.15	47.78	39.23	37.26	54.63
10.774059	-18.19	-12.71	-5.51	2.37	7.35	6.51	8.71	9.23	18.60	20.03	23.48	26.93	31.55	33.12	38.79	37.67	40.46	41.96	44.91	45.42	44.87	42.27	36.62	41.24	40.79	46.47	47.95	39.88	37.73	54.92
10.866939	-19.14	-14.00	-8.16	4.49	9.40	7.72	9.91	12.38	17.57	18.82	21.16	25.64	30.70	34.53	37.75	38.18	41.02	42.17	44.49	45.79	44.90	41.97	36.10	41.03	40.81	46.73	48.08	39.80	37.85	54.98
10.959819	-17.53	-12.91	-8.54	3.54	11.63	5.26	8.69	13.39	16.27	17.40	20.50	25.14	31.65	33.97	36.83	37.66	39.49	41.63	44.05	46.01	43.95	41.17	35.94	39.57	41.06	46.27	47.98	39.52	37.81	54.59
11.052698	-17.21	-14.16	-3.84	4.75	13.85	3.26	9.79	12.68	16.14	17.56	22.56	24.95	30.85	32.82	36.50	38.47	40.23	42.54	44.24	45.68	44.94	42.19	36.96	40.92	41.03	46.30	48.62	39.52	37.68	54.99
11.145578	-18.04	-12.86	-4.13	5.87	13.30	2.36	9.44	13.23	20.63	21.14	21.73	24.36	31.23	33.92	36.12	37.53	39.70	40.97	43.83	44.86	44.31	41.74	36.47	40.20	40.95	45.73	48.24	39.27	37.51	54.45
11.238458	-18.60	-14.86	-4.23	4.89	12.75	3.92	8.72	13.07	21.32	21.48	21.92	27.69	31.22	32.59	37.07	36.85	39.19	41.61	43.89	44.73	43.89	41.91	36.76	40.03	41.04	44.94	48.12	39.07	37.57	54.29
11.331338	-21.07	-17.58	-5.26	2.99	11.34	5.10	13.06	13.05	20.29	20.93	19.93	26.93	31.19	33.71	37.32	37.84	39.86	41.94	46.01	45.95	43.54	42.02	37.20	40.79	40.91	45.26	47.91	39.29	37.30	54.74
11.424218	-21.46	-18.78	-4.52	1.73	9.41	5.74	10.72	12.01	22.22	20.47	24.00	28.21	31.40	32.33	37.10	38.85	39.88	40.98	45.44	45.38	43.45	41.97	36.80	40.21	41.04	44.77	47.49	39.23	37.19	54.39
11.517098	-21.56	-13.07	-2.25	3.74	8.53	6.56	9.30	11.73	20.51	21.70	23.81	26.37	31.58	32.64	36.25	38.36	39.73	40.83	45.05	45.49	44.23	41.76	36.64	40.45	40.53	46.04	47.61	39.01	36.97	54.52
11.609977	-21.38	-13.94	-2.85	0.88	6.27	4.99	9.27	10.45	18.73	21.09	22.63	28.00	31.59	33.11	35.77	39.18	39.16	40.39	44.72	45.61	43.74	42.03	37.08	41.43	40.52	46.18	48.00	39.15	36.97	54.62
11.702857	-22.03	-15.89	-2.86	-0.42	3.92	4.15	9.19	12.49	21.67	21.23	21.83	28.09	31.07	32.86	36.17	38.22	39.33	40.95	44.76	45.78	44.20	42.12	36.91	41.17	40.93	45.56	47.75	38.86	36.47	54.54
11.795737	-20.42	-17.03	-3.15	1.45	5.52	4.01	10.07	12.94	21.17	20.67	21.18	28.62	31.11	34.43	35.38	39.31	41.20	41.26	44.92	45.25	45.51	42.29	37.18	41.50	40.79	46.55	47.94	38.75	37.06	54.94
11.888617	-21.24	-14.57	-2.61	3.21	5.05	7.05	10.71	13.26	18.84	18.71	20.36	26.84	30.97	33.29	37.08	39.63	40.47	41.94	44.95	45.87	45.58	42.93	37.24	41.39	40.48	47.44	47.85	38.86	37.23	55.19
11.981497	-21.64	-15.67	-3.52	2.58	7.68	8.91	12.09	14.43	18.85	22.08	24.03	28.35	32.77	33.32	37.10	39.66	39.02	40.86	46.21	45.60	44.72	41.88	36.86	40.57	40.62	46.73	47.75	38.99	37.02	54.92
12.074376	-21.43	-12.43	-4.18	6.57	7.95	11.19	14.61	14.18	19.15	21.89	24.69	27.85	31.87	33.83	38.98	40.83	41.03	42.02	46.62	46.32	45.14	41.89	38.30	40.85	41.48	46.10	47.81	39.13	37.13	55.29
12.167256	-15.18	-10.32	-4.57	5.07	8.53	10.74	13.13	13.15	17.42	21.68	23.50	27.36	30.72	33.67	38.04	40.38	41.04	41.14	46.07	45.87	44.28	41.49	37.97	39.77	41.59	45.77	47.53	38.71	36.67	54.83
12.260136	-16.91	-9.16	-6.37	4.73	7.22	9.19	12.14	11.31	17.81	20.16	23.95	26.68	31.27	33.83	39.23	39.54	40.88	42.03	46.01	46.22	45.33	42.88	39.81	40.08	41.38	45.60	47.34	38.92	36.45	55.08
